English,Marathi
We're trying to think positive.,आपण सकारात्मक विचार करायचा प्रयत्न करत आहोत.
We've known her for many years.,आम्ही तिला पुष्कळ वर्षांपासून ओळखत आलो आहोत.
We've known her for many years.,आम्ही त्यांना पुष्कळ वर्षांपासून ओळखत आलो आहोत.
We've known her for many years.,आपण तिला पुष्कळ वर्षांपासून ओळखत आलो आहोत.
We've known her for many years.,आपण त्यांना पुष्कळ वर्षांपासून ओळखत आलो आहोत.
We've spent too much time here.,आपण इथे खूपच वेळ घालवला आहे.
We've spent too much time here.,आम्ही इथे खूपच वेळ घालवला आहे.
Were you in America last month?,गेल्या महिन्यात तुम्ही अमेरिकेत होता का?
Were you in America last month?,गेल्या महिन्यात तू अमेरिकेत होतास का?
Were you in America last month?,गेल्या महिन्यात तू अमेरिकेत होतीस का?
Were you with Tom that evening?,त्या संध्याकाळी तुम्ही टॉमसोबत होता का?
Were you with Tom that evening?,त्या संध्याकाळी तू टॉमबरोबर होतीस का?
Were you with Tom that evening?,त्या संध्याकाळी तू टॉमबरोबर होतास का?
We’ve been waiting for hours.,आम्ही कित्येक तासांसाठी थांबलोय.
We’ve been waiting for hours.,आपण कित्येक तास वाट बघतोय.
What animals are you afraid of?,तू कोणत्या प्राण्यांना घाबरतोस?
What animals are you afraid of?,तुम्ही कोणत्या प्राण्यांना घाबरता?
What animals are you afraid of?,तू कोणत्या प्राण्यांना घाबरतेस?
What are these things used for?,ह्या गोष्टी कशासाठी वापरल्या जातात?
What are these things used for?,ह्या वस्तू कशासाठी वापरल्या जातात?
What are you going to do today?,आज तू काय करणार आहेस?
What are you trying to tell us?,तू आम्हाला काय सांगायचा प्रयत्न करत आहेस?
What are you trying to tell us?,तुम्ही आम्हाला काय सांगायचा प्रयत्न करत आहात?
What did Tom tell you about me?,टॉमने तुला माझ्याबद्दल काय सांगितलं?
What did Tom tell you about me?,टॉमने तुम्हाला माझ्याबद्दल काय सांगितलं?
What did you do with that book?,तू त्या पुस्तकाचं काय केलंस?
What did you do with that book?,काय केलंत त्या पुस्तकाचं?
What did you do with that book?,तुम्ही त्या पुस्तकाचं काय केलंत?
What did your father teach you?,तुझ्या वडिलांनी तुला काय शिकवलं?
What did your father teach you?,तुझ्या बाबांनी तुला काय शिकवलं?
What games do you like to play?,तुला कोणते खेळ खेळायला आवडतात?
What games do you like to play?,तुला कोणते गेम खेळायला आवडतात?
What games do you like to play?,तुम्हाला कोणते गेम खेळायला आवडतात?
What games do you like to play?,तुम्हाला कोणते खेळ खेळायला आवडतात?
What happened to all our money?,आपल्या सगळ्या पैशाचं काय झालं?
What happened to all our money?,आमच्या सगळ्या पैशाचं काय झालं?
What happened to your computer?,तुझ्या कम्प्युटरला काय झालं?
What happened to your computer?,तुमच्या कम्प्युटरला काय झालं?
What is the name of that river?,त्या नदीचं नाव काय आहे?
What is the price of that book?,त्या पुस्तकाची किंमत किती आहे?
What kind of boat does Tom own?,टॉमकडे कोणत्या प्रकारची बोट आहे?
What kind of bread do you want?,तुला कोणत्या प्रकारचा ब्रेड हवा आहे?
What kind of bread do you want?,तुम्हाला कोणत्या प्रकारचा ब्रेड हवा आहे?
What kind of fruit do you like?,तुला कोणत्या प्रकारचं फळ आवडतं?
What kind of fruit do you like?,तुम्हाला कोणत्या प्रकारचं फळ आवडतं?
What kind of fruit do you want?,तुला कोणत्या प्रकारचं फळ हवंय?
What kind of fruit do you want?,तुम्हाला कोणत्या प्रकारचं फळ हवं आहे?
What other reason could I have?,अजून कोणतं कारण असू शकतं माझ्याकडे?
What should I do with this cat?,या मांजरीचं मी काय करू?
What should I do with this cat?,या बोक्याचं मी काय करू?
What should I do with this cat?,काय करू मी या मांजरीचं?
What should I do with this cat?,काय करू मी या बोक्याचं?
What time did you get up today?,आज तू किती वाजता उठलास?
What time did you get up today?,आज तू किती वाजता उठलीस?
What time did you get up today?,आज तुम्ही किती वाजता उठलात?
What time does the train leave?,ट्रेन किती वाजता निघते?
What were the two of you doing?,तुम्ही दोघं काय करत होतात?
What's Tom doing with my stuff?,टॉम माझ्या सामानाबरोबर काय करत आहे?
What's Tom's favorite cocktail?,टॉमचं आवडतं कॉकटेल काय आहे?
What's Tom's girlfriend's name?,टॉमच्या गर्लफ्रेंडचं नाव काय आहे?
What's the name of Tom's store?,टॉमच्या दुकानाचं नाव काय आहे?
What's the point in doing that?,तसं करण्यात अर्थ काय आहे?
What's the point in doing this?,असं करण्यात अर्थ काय आहे?
"Whatever you do, do it quietly.","जे काही करशील, शांतपणे कर."
"Whatever you do, do it quietly.","जे काही कराल, शांतपणे करा."
"When I heard the news, I cried.",बातमी ऐकल्यावर मी रडलो.
"When I heard the news, I cried.",बातमी ऐकल्यावर मी रडले.
When are you going to trust me?,तू माझ्यावर विश्वास कधी ठेवणार आहेस?
When are you going to trust me?,तुम्ही माझ्यावर विश्वास कधी ठेवणार आहात?
When did you buy this umbrella?,ही छत्री तू केव्हा विकत घेतलीस?
When did you buy this umbrella?,ही छत्री तुम्ही केव्हा विकत घेतलीत?
When was this photograph taken?,हा फोटो कधी घेतला होता?
Where are we getting the money?,आपल्याला पैसा कुठे मिळणार आहे?
Where are we getting the money?,आम्हाला पैसा कुठे मिळणार आहे?
Where did this money come from?,हा पैसा आला कुठून?
Where else are you going to go?,अजून कुठे जाणार आहेस?
Where else are you going to go?,अजून कुठे जाणार आहात?
Where else are you going to go?,अजून कुठेकुठे जाणार आहेस?
Where else are you going to go?,अजून कुठेकुठे जाणार आहात?
Where is the cathedral located?,कथीड्रल कुठे स्थित आहे?
Where's everyone going tonight?,आज रात्री सगळे कुठे जाताहेत?
Where's that smell coming from?,तो वास कुठून येतोय?
Where's the Australian embassy?,ऑस्ट्रेलियन दूतावास कुठे आहे?
Where's the nearest restaurant?,सर्वात जवळचं हॉटेल कुठे आहे?
Which direction will he choose?,तो कोणती दिशा निवडेल?
Which direction will he choose?,ते कोणती दिशा निवडतील?
Who does Tom want to sing with?,टॉमला कोणाबरोबर गायचं आहे?
Who does this guitar belong to?,ही कोणाची गिटार आहे?
Who does this jacket belong to?,हे जॅकेट कोणाच्या मालकीचं आहे?
Who does this jacket belong to?,हे जॅकेट कोणाचं आहे?
Who is the author of the novel?,या कादंबरीचा लेखक कोण आहे?
Who is the author of the novel?,त्या कादंबरीचा लेखक कोण आहे?
Who is the author of this book?,या पुस्तकाचा लेखक कोण आहे?
Who needs rhetorical questions?,उत्तरगर्भ प्रश्नांची कोणाला गरज आहे?
Who told you Tom would do that?,टॉम तसं करेल हे तुला कोणी सांगितलं?
Who told you Tom would do that?,टॉम तसं करेल हे तुम्हाला कोणी सांगितलं?
Who told you that I'd help you?,मी तुझी मदत करेन असं तुला कोणी सांगितलं?
Who told you that I'd help you?,मी तुमची मदत करेन असं तुम्हाला कोणी सांगितलं?
Who will take care of the baby?,बाळाची काळजी कोण घेईल?
Who's the author of this story?,ह्या गोष्टीचा लेखक कोण आहे?
Who's the captain of this ship?,या जहाजाचा कॅप्टन कोण आहे?
Who's your favorite James Bond?,तुझा आवडता जेम्स बॉन्ड कोण आहे?
Who's your favorite James Bond?,तुमचा सर्वात आवडता जेम्स बॉन्ड कोण आहे?
Whoever comes will be welcomed.,जो कोणी येईल त्याचा स्वागत केला जाईल.
Whose is the book on the table?,टेबलावरचं पुस्तक कोणाचं आहे?
Whose is the book on the table?,टेबलावर जे पुस्तक आहे ते कोणाचं आहे?
Why are there stars in the sky?,आकाशात तारे का असतात?
Why are you always avoiding me?,तू नेहमीच मला टाळत का असतोस?
Why are you always avoiding me?,तुम्ही मला नेहमीच टाळत का असता?
Why are you always avoiding me?,तू नेहमीच मला टाळत का असतेस?
Why are you speaking in French?,तू फ्रेंचमध्ये का बोलतोयस?
Why are you speaking in French?,तू फ्रेंचमध्ये का बोलतेयस?
Why are you speaking in French?,तुम्ही फ्रेंचमध्ये का बोलत आहात?
Why did you change the subject?,तू विषय का बदललास?
Why did you change the subject?,तुम्ही विषय का बदललात?
Why didn't you ask for my help?,तू माझी मदत का नाही मागितलीस?
Why didn't you ask for my help?,तुम्ही माझी मदत का नाही मागितलीत?
Why didn't you call the police?,तू पोलिसांना फोन का नाही केलास?
Why didn't you do that with me?,तू माझ्याबरोबर तसं का नाही केलंस?
Why didn't you do that with me?,तुम्ही माझ्याबरोबर तसं का नाही केलंत?
Why do we need to be in Boston?,आपल्याला बॉस्टनमध्ये असायची काय गरज आहे?
Why do we need to be in Boston?,आम्हाला बॉस्टनमध्ये असायची काय गरज आहे?
Why do you want to leave today?,तुला आज का निघायचं आहे?
Why do you want to leave today?,तुम्हाला आज का निघायचं आहे?
Why do you want to leave today?,तुला आजच का निघायचं आहे?
Why do you want to leave today?,तुम्हाला आजच का निघायचं आहे?
Why does Tom go to that school?,टॉम त्या शाळेत का जातो?
Why does Tom like Mary so much?,टॉमला मेरी इतकी का आवडते?
Why don't you do that yourself?,तू ते स्वतःहून का नाही करत?
Why don't you go play with Tom?,तू जाऊन टॉमबरोबर का नाही खेळत?
Why don't you go play with Tom?,तुम्ही जाऊन टॉमबरोबर का नाही खेळत?
Why is Tom being so nice to me?,टॉम माझ्याशी इतकं चांगलं का वागत आहे?
Why is it important to recycle?,रिसाय्कल करणं महत्त्वाचं का आहे?
Why weren't you here yesterday?,तू काल इथे का नव्हतास?
Why weren't you here yesterday?,तू काल इथे का नव्हतीस?
Why weren't you here yesterday?,तुम्ही काल इथे का नव्हता?
Why would I take your car keys?,तुझ्या गाडीच्या चाव्या मी कशाला घेईन?
Why would I take your car keys?,तुमच्या गाडीच्या चाव्या मी कशाला घेईन?
Will you make me a paper crane?,माझ्यासाठी कागदाचा बगळा बनवशील का?
Will you make me a paper crane?,तुम्ही माझ्यासाठी कागदाचा बगळा बनवून द्याल का?
Will you stay here for a while?,थोड्या वेळ इथे राहशील का?
Will you stay here for a while?,तू थोड्या वेळ इथे राहशील का?
Will you stay here for a while?,तुम्ही थोड्या वेळ इथे राहाल का?
Will you stay here for a while?,थोड्या वेळ इथे राहाल का?
Would anybody like some coffee?,कोणी कॉफी घेईल का?
Would you like some more water?,अजून थोडं पाणी घ्याल का?
Would you like some more water?,अजून थोडं पाणी घेशील का?
Would you order me a hamburger?,माझ्यासाठी एक हँबर्गर मागवशील का?
Would you order me a hamburger?,माझ्यासाठी एक हँबर्गर मागवाल का?
Write the alphabet in capitals.,वर्णमाला मोठ्या अक्षरांमध्ये लिही.
Write the alphabet in capitals.,वर्णमाला कॅपिटल अक्षरांमध्ये लिहा.
You and I want the same things.,तुला आणि मला त्याच गोष्टी हव्या आहेत.
You can get a loan from a bank.,तुम्ही बँकेतून कर्ज घेऊ शकता.
You can get a loan from a bank.,तू बँकेतून कर्ज घेऊ शकतोस.
"You can read French, can't you?","तुला फ्रेंच वाचता येते, नाही का?"
"You can read French, can't you?","तुम्हाला फ्रेंच वाचता येते, नाही का?"
"You can swim, but I can't swim.","तुला पोहता येतं, पण मला नाही पोहता येत."
"You can swim, but I can't swim.","तुम्हाला पोहता येतं, पण मला पोहता येत नाही."
"You can't tell anyone this, OK?","हे तू कोणालाही सांगायचं नाहीस, बरं का?"
"You can't tell anyone this, OK?","हे तुम्ही कोणालाही सांगायचं नाही, बरं का?"
You didn't answer the question.,तू प्रश्नाचं उत्तर दिलं नाहीस.
You didn't answer the question.,तुम्ही प्रश्नाचं उत्तर दिलं नाहीत.
You don't want to be an editor?,तुला संपादक बनायचं नाहीये का?
You don't want to be an editor?,तुम्हाला संपादक बनायचं नाहीये?
You have very little time left.,तुझ्याकडे खूप कमी वेळ उरला आहे.
You have very little time left.,तुमच्याकडे खूप कमी वेळ उरला आहे.
You know the rest of the story.,बाकीची गोष्ट तुला माहीतच आहे.
You know the rest of the story.,बाकीची गोष्ट तुम्हाला माहीत आहे.
You left the refrigerator open.,तू फ्रिज उघडा ठेवलास.
You left the refrigerator open.,तुम्ही फ्रिज उघडा ठेवलात.
You look like you have an idea.,तुला बघून असं वाटतंय की तुला कल्पना सुचली आहे.
You look like you have an idea.,तुम्हाला बघून असं वाटतंय की तुम्हाला कल्पना सुचली आहे.
You need to learn how to drive.,गाडी कशी चालवायची हे शिकायची तुला गरज आहे.
You need to learn how to drive.,गाडी कशी चालवायची हे शिकायची तुम्हाला गरज आहे.
You never told me you knew Tom.,तू टॉमला ओळखतोस हे तू मला कधीच सांगितलं नाहीस.
You never told me you knew Tom.,तू टॉमला ओळखतेस हे तू मला कधीच सांगितलं नाहीस.
You never told me you knew Tom.,तुम्ही टॉमला ओळखता हे तुम्ही मला कधीच सांगितलं नाहीत.
"You recognized Tom, didn't you?","तू टॉमला ओळखलंस, ना?"
"You recognized Tom, didn't you?","तुम्ही टॉमला ओळखलंत, नाही का?"
You should have listened to me.,तू माझं ऐकायला हवं होतंस.
You should have listened to me.,तुम्ही माझं ऐकायला हवं होतंत.
"You understand this, don't you?","तुला हे समजतं, ना?"
"You understand this, don't you?","तुम्हाला हे समजतं, नाही का?"
You'll get nowhere by shouting.,ओरडून ओरडून काहीही मिळणार नाही.
You'll get used to the weather.,तुला हवामानाची सवय होईल.
You'll get used to the weather.,तुला हवामानाची सवय होऊन जाईल.
You'll get used to the weather.,तुम्हाला हवामानाची सवय होईल.
You'll get used to the weather.,तुम्हाला हवामानाची सवय होऊन जाईल.
"You're an engineer, aren't you?","तू इंजिनियर आहेस, नाही का?"
"You're an engineer, aren't you?","तुम्ही इंजिनियर आहात, नाही का?"
"You're an engineer, aren't you?","तू इंजिनियर आहेस, ना?"
"You're an engineer, aren't you?","तुम्ही इंजिनियर आहात, ना?"
You're the tallest person here.,इथली सर्वात उंच व्यक्ती तूच आहेस.
You've got everything you need.,तुला ज्याची गरज आहे ते सगळं तुला मिळालं आहे.
You've got everything you need.,तुम्हाला ज्याची गरज आहे ते सगळं तुम्हाला मिळालं आहे.
Your English has gotten better.,तुझी इंग्रजी सुधारली आहे.
Your English has gotten better.,तुमची इंग्रजी सुधारली आहे.
Your parents kept an eye on us.,तुझ्या आईबाबांनी आपल्यावर नजर ठेवली.
"""I love you."" ""I love you, too.""","""माझं तुझ्यावर प्रेम आहे."" ""माझंही तुझ्यावर प्रेम आहे."""
"""I love you."" ""I love you, too.""","""माझं तुमच्यावर प्रेम आहे."" ""माझंही तुझ्यावर प्रेम आहे."""
"""I love you."" ""I love you, too.""","""माझं तुमच्यावर प्रेम आहे."" ""माझंही तुमच्यावर प्रेम आहे."""
"""I love you."" ""I love you, too.""","""माझं तुझ्यावर प्रेम आहे."" ""माझंही तुमच्यावर प्रेम आहे."""
"""Who is it?"" ""It's your mother.""","""कोण आहे?"" ""तुझी आई."""
"""Who is it?"" ""It's your mother.""","""कोण आहे?"" ""तुमची आई आहे."""
A card was attached to the gift.,बक्षीसेला एक कार्ड जोडलं गेलेलं.
A good idea suddenly struck her.,अचानक तिला एक चांगली कल्पना सुचली.
A number of people were drowned.,अनेक लोकांना बुडवलं गेलं.
Actually they're richer than us.,प्रत्यक्षात ते आमच्यापेक्षा श्रीमंत आहेत.
Actually they're richer than us.,खरं पाहता ते आपल्यापेक्षा श्रीमंत आहेत.
Add two ounces of grated cheese.,दोन औंस किसलेलं चीज घाला.
Add two ounces of grated cheese.,दोन औंस किसून बारीक केलेलं चीज घाल.
Africa is the poorest continent.,आफ्रिका सर्वात गरीब खंड आहे.
All Tom wants is an opportunity.,टॉमला फक्त एक संधी हवी आहे.
All her friends live in England.,तिचे सर्व मित्र इंग्लंडमध्ये राहतात.
All her friends live in England.,तिचे सर्व मित्र-मैत्रिणी इंग्लंडमध्ये राहतात.
All her friends live in England.,तिच्या सर्व मैत्रिणी इंग्लंडमध्ये राहतात.
All of my friends have bicycles.,माझ्या सर्व मित्रांकडे सायकली आहेत.
All of my friends have bicycles.,माझ्या सर्व मैत्रिणींकडे सायकली आहेत.
All of my friends have bicycles.,माझ्या सर्व मित्र-मैत्रिणींकडे सायकली आहेत.
All the hotels in town are full.,शहरातली सगळी हॉटेलं भरलेली आहेत.
Ankara is the capital of Turkey.,तुर्कस्तानची राजधानी अंकारा आहे.
Are both Tom and Mary Canadians?,टॉम आणि मेरी दोघेही कॅनेडियन आहेत का?
Are there any girls in the pool?,पूलमध्ये मुली आहेत का?
Are you and Tom coming tomorrow?,तू आणि टॉम उद्या येत आहात का?
Are you and Tom coming tomorrow?,तुम्ही आणि टॉम उद्या येत आहात का?
Are you free tomorrow afternoon?,तू उद्या सकाळी मोकळा आहेस का?
Are you free tomorrow afternoon?,तू उद्या सकाळी मोकळी आहेस का?
Are you going to leave tomorrow?,तू उद्या निघणार आहेस का?
Are you going to leave tomorrow?,तुम्ही उद्या निघणार आहात का?
Are you going to tell me or not?,तू मला सांगणार आहेस की नाही?
Are you going to tell me or not?,तुम्ही मला सांगणार आहात की नाही?
Are you saying this is my fault?,ही माझी चूक आहे असं तुला म्हणायचं आहे का?
Are you saying this is my fault?,ही माझी चूक आहे असं तुम्हाला म्हणायचं आहे का?
Are you students at this school?,तुम्ही या शाळेतले विद्यार्थी आहात का?
Are you students at this school?,तुम्ही या शाळेतल्या विद्यार्थीनी आहात का?
Are you sure you don't remember?,तुला नक्की आठवत नाही का?
Are you sure you don't remember?,तुम्हाला नक्की आठवत नाही का?
Are you sure you don't remember?,तुला नक्की आठवत नाहीये का?
Are you sure you don't remember?,तुम्हाला नक्की आठवत नाहीये का?
"At that time, I was still awake.",त्या वेळी मी अजूनही जागा होतो.
"At that time, I was still awake.",त्या वेळी मी अजूनही जागी होते.
Bad things always happen to Tom.,टॉमबरोबर सारख्या वाईट गोष्टी होत असतात.
Be careful. The soup's very hot.,सावकाश. सूप खूप गरम आहे.
Beijing is the capital of China.,बीजिंग चीनची राजधानी आहे.
Being a prince is not that easy.,राजपुत्र असणं काय तेवढं सोपं नसतं.
Belgium is not as big as France.,बेल्जियम फ्रान्सइतका मोठा नव्हे.
Boston is a very beautiful city.,बॉस्टन एक अतिशय सुंदर शहर आहे.
Both Tom and Mary are Canadians.,टॉम आणि मेरी दोघेही कॅनेडियन आहेत.
Both Tom and Mary were laughing.,टॉम आणि मेरी दोघेही हसत होते.
Both Tom and Mary work at night.,टॉम आणि मेरी दोघेही रात्री काम करतात.
Both of the children are asleep.,दोन्ही मुलं झोपली आहेत.
Both of the windows were broken.,दोन्ही खिडक्या तुटलेल्या आहेत.
Both sisters are very beautiful.,दोन्ही बहिणी अतिशय सुंदर आहेत.
Brazil was a colony of Portugal.,ब्राझील पोर्तुगालची वसाहत होती.
Butterflies live for three days.,फुलपाखरू तीन दिवस जगतात.
Call me at six tomorrow morning.,मला उद्या सकाळी सहा वाजता फोन करा.
Call me when you know something.,तुला काही माहीत पडल्यावर मला बोलव.
Call me when you know something.,तुला काही माहीत पडल्यावर मला फोन कर.
Call me when you know something.,तुम्हाला काही माहीत पडल्यावर मला फोन करा.
Call me when you know something.,तुम्हाला काही माहीत पडल्यावर मला बोलवा.
Call me when you know something.,काही माहीत पडल्यावर मला बोलव.
Call me when you know something.,काही माहीत पडल्यावर मला बोलवा.
Call me when you know something.,काही माहीत पडल्यावर मला फोन कर.
Call me when you know something.,काही माहीत पडल्यावर मला फोन करा.
Can I get another cup of coffee?,मला आणखीन एक कप कॉफी मिळेल का?
Can Tom read and write Japanese?,टॉमला जपानी लिहिता-वाचता येते का?
Can you tell me that man's name?,तुम्ही त्या माणसाचं नाव मला सांगू शकता का?
Can you tell me that man's name?,त्या माणसाचं नाव मला सांगू शकता का?
Can you tell me that man's name?,त्या माणसाचं नाव मला सांगू शकतोस का?
Can you tell me that man's name?,तू त्या माणसाचं नाव मला सांगू शकतोस का?
Can you tell me that man's name?,त्या माणसाचं नाव मला सांगू शकतेस का?
Can you tell me that man's name?,तू त्या माणसाचं नाव मला सांगू शकतेस का?
Can't you tell us anything else?,तू आम्हाला अजून काही सांगू शकत नाहीस का?
Can't you tell us anything else?,तुम्ही आम्हाला अजून काही सांगू शकत नाहीत का?
China is much bigger than Japan.,चीन जपानपेक्षा खूप मोठं आहे.
Christmas comes but once a year.,नताळ येतो तर वर्षातून एकदा.
Click here to create an account.,खाते बनवायला इथे क्लिक करा.
Correct the following sentences.,खालील वाक्ये दुरुस्त करा.
Correct the following sentences.,खालील वाक्ये दुरुस्त करे.
Death is the fate of all people.,मृत्यू हे सर्वांचाच नशीबात असतं.
Death is the fate of all people.,मृत्यू हेच सर्वांचं भवितव्य असतं.
Did I say the wrong thing again?,परत चुकीची गोष्ट म्हटली का?
Did you read the entire article?,तू अख्खा लेख वाचलास का?
Did you read the entire article?,तुम्ही अख्खा लेख वाचलात का?
Did you see yesterday's episode?,कालचा एपिसोड बघितलास?
Did you see yesterday's episode?,कालचा एपिसोड बघितलात?
Did you see yesterday's episode?,कालचा एपिसोड पाहिलात का?
Did you switch the computer off?,तू कम्प्युटर बंद केलास का?
Did you switch the computer off?,तुम्ही कम्प्युटर बंद केला का?
Didn't you learn that in school?,ते तू शाळेत शिकला नाहीस का?
Didn't you learn that in school?,ते तू शाळेत शिकली नाहीस का?
Do we have anything else to eat?,आपल्याकडे अजून काही खायला आहे का?
Do you believe there are ghosts?,तुझा भुतांवर विश्वास आहे का?
Do you believe there are ghosts?,तुमचा भुतांवर विश्वास आहे का?
Do you eat rice in your country?,तुझ्या देशात भात खातात का?
Do you eat rice in your country?,तुमच्या देशात भात खातात का?
Do you have Japanese newspapers?,तुमच्याकडे जपानी वृत्तपत्र आहेत का?
Do you have Japanese newspapers?,तुझ्याकडे जपानी वृत्तपत्र आहेत का?
Do you have Japanese newspapers?,तुझ्याकडे जपानी पेपर आहेत का?
Do you have Japanese newspapers?,तुमच्याकडे जपानी पेपर आहेत का?
Do you have any books in French?,तुझ्याकडे फ्रेंचमध्ये कोणती पुस्तकं आहेत का?
Do you have any books in French?,तुमच्याकडे फ्रेंचमध्ये कोणती पुस्तकं आहेत का?
Do you have change for a dollar?,एका डॉलरचे सुट्टे आहेत का?
Do you have change for a dollar?,तुमच्याकडे एका डॉलरचे सुट्टे आहेत का?
Do you know how much Tom weighs?,टॉमचं वजन किती आहे हे तुला माहीत आहे का?
Do you know how much Tom weighs?,टॉमचं वजन किती आहे हे तुम्हाला माहीत आहे का?
Do you know how much it cost me?,माझा किती खर्च झाला तुला काही पत्ता आहे का?
Do you know how much it cost me?,मला किती खर्च करायला लागले माहीत आहे का?
Do you know what Tom looks like?,टॉम कसा दिसतो तुला माहीत आहे का?
Do you know what they're called?,त्यांना काय म्हणतात तुला माहीत आहे का?
Do you know what they're called?,त्यांना काय म्हणतात तुम्हाला माहीत आहे का?
Do you know what this is called?,याला काय म्हणतात तुला माहीत आहे का?
Do you know what this is called?,याला काय म्हणतात तुम्हाला माहीत आहे का?
Do you really think you can win?,तू जिंकू शकतोस असं तुला खरच वाटतं का?
Do you really think you can win?,तू जिंकू शकतेस असं तुला खरच वाटतं का?
Do you really think you can win?,तुम्ही जिंकू शकता असं तुम्हाला खरच वाटतं का?
Do you think that Tom was lying?,टॉम खोटं बोलत होता असं तुला वाटतं का?
Do you think that Tom was lying?,टॉम खोटं बोलत होता असं तुम्हाला वाटतं का?
Do you think your life is tough?,तुम्हाला तुमचं आयुष्य कठीण वाटतं का?
Do you think your life is tough?,तुला तुझं आयुष्य कठीण वाटतं का?
Do you want to be my girlfriend?,तुला माझी गर्लफ्रेंड व्हायचं आहे का?
Do you want to eat now or later?,तुला आता खायचं आहे का नंतर?
Do you want to eat now or later?,तुम्हाला आता खायचं आहे का नंतर?
Do you want to eat now or later?,तुला आता जेवायचं आहे का नंतर?
Do you want to eat now or later?,तुम्हाला आता जेवायचं आहे का नंतर?
Do you want to live like slaves?,तुम्हाला गुलामांसारखं जगायचं आहे का?
Do your parents know about this?,तुझ्या आईवडिलांना याबद्दल माहीत आहे का?
Do your parents know about this?,तुझ्या आईबाबांना याबद्दल माहीत आहे का?
Do your parents know about this?,तुमच्या आईवडिलांना याबद्दल माहीत आहे का?
"Does Tom play the mandolin, too?",टॉमदेखील मँडोलिन वाजवतो का?
"Does Tom play the mandolin, too?",टॉम मँडोलिनदेखील वाजवतो का?
Does anybody want anything else?,कोणाला अजून काही हवं आहे का?
Does he study English every day?,तो दररोज इंग्रजीचा अभ्यास करतो का?
Don't even think of going there.,तिथे जायचा विचारही करू नकोस.
Don't even think of going there.,तिथे जायचा विचारही करू नका.
Don't leave your work half done.,आपलं काम अर्धवट सोडू नकोस.
Don't leave your work half done.,काम अर्धवट सोडू नकोस.
Don't leave your work half done.,आपलं काम अर्धवट सोडू नका.
Don't leave your work half done.,काम अर्धवट सोडू नका.
Don't speak French in the class.,वर्गात फ्रेंचमध्ये बोलू नका.
Don't speak French in the class.,वर्गात फ्रेंचमध्ये बोलू नकोस.
Don't talk to me about religion.,माझ्याशी धर्माबद्दल बोलू नकोस.
Don't talk to me about religion.,माझ्याशी धर्माबद्दल बोलू नका.
Don't they take care of the dog?,ते कुत्र्याची काळजी घेत नाहीत का?
Don't they take care of the dog?,ते त्या कुत्र्याची काळजी घेत नाहीत का?
Don't touch that. It's evidence.,त्याला हात लावू नकोस. पुरावा आहे तो.
Don't you have any shame at all?,तुला काय अजिबात लाज नाहीये का?
Don't you have any shame at all?,तुम्हाला काय अजिबात लाज नाहीये का?
Don't you remember your promise?,तुला तुझं वचन आठवत नाही का?
Don't you remember your promise?,तुम्हाला तुमचं वचन आठवत नाही का?
Don't you two ever stop arguing?,तुम्हा दोघांचं भांडण कधी संपतच नाही का?
English is not an easy language.,इंग्रजी ही सोपी भाषा नाही.
English is not an easy language.,इंग्रजी ही सोपी भाषा नव्हे.
English is the world's language.,इंग्रजी ही जगाची भाषा आहे.
Even children can understand it.,लहान मुलांनादेखील समजतं.
Everybody has their own opinion.,प्रत्येकाचं आपापलं मत असतं.
Everybody's getting rich but me.,मी सोडून सगळेच श्रीमंत होतायत.
Everybody's getting rich but me.,मला सोडल्यास सर्वच श्रीमंत होत आहेत.
"Everyone laughed, including Tom.",टॉमसहित सगळे हसले.
Everyone needs to work together.,सगळ्यांनी एकत्र काम करायची गरज आहे.
French is spoken in Switzerland.,स्वित्झर्लंडमध्ये फ्रेंच बोलली जाते.
French isn't difficult to learn.,फ्रेंच शिकायला कठीण नाही.
French isn't my native language.,फ्रेंच माझी मातृभाषा नाही.
Germany and Japan were defeated.,जर्मनी आणि जपान हरवले गेले.
Giant pandas live only in China.,प्रचंड पांडा फक्त चीनमध्ये राहतात.
Gold is more valuable than iron.,सोनं हे लोखंडापेक्षा जास्त मौल्यवान असतं.
Have you ever made marshmallows?,तू कधी मार्शमॅलो बनवले आहेस का?
Have you ever made marshmallows?,तुम्ही कधी मार्शमॅलो बनवले आहेत का?
Have you ever seen Tom laughing?,तू कधी टॉमला हसताना पाहिलं आहेस का?
Have you ever seen Tom laughing?,तुम्ही कधी टॉमला हसताना पाहिलं आहे का?
Have you ever touched a dolphin?,तू कधी डॉल्फिनला स्पर्श केलं आहेस का?
Have you read this book already?,तू हे पुस्तक अगोदरच वाचलंय का?
Have you read this book already?,तुम्ही हे पुस्तक अगोदरच वाचलंय का?
He always asks for your opinion.,तो नेहमीच तुझं मत मागतो.
He always asks for your opinion.,तो नेहमीच तुमचं मत मागतो.
He always asks for your opinion.,ते नेहमीच तुझं मत मागतात.
He always asks for your opinion.,ते नेहमीच तुमचं मत मागतात.
He can't answer their questions.,तो त्यांच्या प्रश्नांची उत्तर देऊ शकत नाही.
He crossed the Rio Grande River.,त्याने रिओ ग्रांडे नदी पार केली.
He does not come here every day.,तो इथे दररोज येत नाही.
He does not live there any more.,तो आता तिथे राहत नाही.
He failed the examination again.,तो परीक्षेत पुन्हा नापास झाला.
He failed the examination again.,ते परीक्षेत पुन्हा नापास झाले.
